question_id,question,optimized_query,rank,doc_id,rerank_score,distance,chunking_method,chunk_format,source_file,page,parent_title,document_type,table_id,table_kind,row_index,text_chars,looks_tabular,text_preview
3,Jusqu'à quelle date l'extraction de matériaux alluvionnaires peut-elle être autorisée à titre transitoire ?,"Autorisation transitoire d'extraction de matériaux alluvionnaires en Algérie, durée maximale et date limite légale",1,F2008004.txt_regex_doc_2_art_0,0.9970703125,0.8065022230148315,regex,article,F2008004.txt,6,Loi n° 08-03 du 15 Moharram 1429 correspondant au 23 janvier 2008 modifiant et complétant la loi n° 05-12 du 28 Joumada Ethania 1426 correspondant au 4 août 2005 relative à l’eau.,Loi,,,,1098,False,"Source: Loi n° 08-03 du 15 Moharram 1429 correspondant au 23 janvier 2008 modifiant et complétant la loi n° 05-12 du 28 Joumada Ethania 1426 correspondant au 4 août 2005 relative à l’eau. Contenu: Article 1er. — Les dispositions de l’article 14 de la loi n° 05-12 du 4 août 2005 relative à l’eau sont modifiées, complétées et rédigées comme suit : «Art. 14. — .............. (sans changement)......................... A titre transitoire, et jusqu’au 31 août 2009, l’extraction peut être autorisée dans le cadre du régime de la concession assortie d’un cahier de charges et sous réserve d’une étude d’impact établie conformément à la législation et à la réglementation en vigueur. L’état des zones et"
3,Jusqu'à quelle date l'extraction de matériaux alluvionnaires peut-elle être autorisée à titre transitoire ?,"Autorisation transitoire d'extraction de matériaux alluvionnaires en Algérie, durée maximale et date limite légale",2,F2002010.txt_regex_doc_12_art_19,0.14990234375,0.8083661794662476,regex,article,F2002010.txt,18,Loi n° 02-02 du 22 Dhou El Kaada 1422 correspondant au 5 février 2002 relative à la protection et à la valorisation du littoral,Loi,,,,927,False,"Source: Loi n° 02-02 du 22 Dhou El Kaada 1422 correspondant au 5 février 2002 relative à la protection et à la valorisation du littoral Contenu: Art. 20. — Sans préjudice des dispositions de la loi n° 01-11 du 11 Rabie Ethani 1422 correspondant au 3 juillet 2001 sus-visée, les autorisations d’extraction de matériaux et notamment de granulat sur le rivage et ses dépendances sont soumises à étude d’impact sur l’environnement, y compris dans les parties naturelles des zones d’embouchure et les lits des cours d’eaux proches des rivages. Les extractions de matériaux visées à l’alinéa précédent, à l’exception des travaux de désenvasement et de désensablement des ports sont formellement interdites "
3,Jusqu'à quelle date l'extraction de matériaux alluvionnaires peut-elle être autorisée à titre transitoire ?,"Autorisation transitoire d'extraction de matériaux alluvionnaires en Algérie, durée maximale et date limite légale",3,F2002011.txt_regex_doc_2_art_32,0.0156707763671875,0.8132529258728027,regex,article,F2002011.txt,8,Décret exécutif n° 02-65 du 23 Dhou El Kaada 1422 correspondant au 6 février 2002 définissant les modalités et procédures d'attribution des titres miniers.,Décret,,,,1398,False,"Source: Décret exécutif n° 02-65 du 23 Dhou El Kaada 1422 correspondant au 6 février 2002 définissant les modalités et procédures d'attribution des titres miniers. Contenu: Art. 33. — L'autorisation d'exploitation minière artisanale est délivrée au pétitionnaire, par l'Agence nationale du patrimoine minier, après signature du cahier des charges par le demandeur et délibération du conseil d'administration de l'Agence, dans un délai n'excédant pas trois (3) mois à compter de la date d'enregistrement de la demande, contre remise des récépissés du versement du droit d'établissement d'acte et de paiement de la taxe superficiaire. Il est précisé dans l'autorisation : — la substance minérale pour l"
3,Jusqu'à quelle date l'extraction de matériaux alluvionnaires peut-elle être autorisée à titre transitoire ?,"Autorisation transitoire d'extraction de matériaux alluvionnaires en Algérie, durée maximale et date limite légale",4,F2002011.txt_regex_doc_2_art_43,0.0153045654296875,0.8537895083427429,regex,article,F2002011.txt,8,Décret exécutif n° 02-65 du 23 Dhou El Kaada 1422 correspondant au 6 février 2002 définissant les modalités et procédures d'attribution des titres miniers.,Décret,,,,907,False,"Source: Décret exécutif n° 02-65 du 23 Dhou El Kaada 1422 correspondant au 6 février 2002 définissant les modalités et procédures d'attribution des titres miniers. Contenu: Art. 44. — Durant la période transitoire prévue dans le titre XI de la loi n° 01-10 du 11 Rabie Ethani 1422 correspondant au 3 juillet 2001 portant loi minière, notamment ses articles 232 et 233, l'administration centrale des mines chargée d'exercer les prérogatives de l'Agence nationale du patrimoine minier et de l'Agence nationale de la géologie et du contrôle minier appliquera les dispositions du présent décret. Hormis la concession minière, les permis et autorisations d'exercice d'une activité minière sont attribués, "
3,Jusqu'à quelle date l'extraction de matériaux alluvionnaires peut-elle être autorisée à titre transitoire ?,"Autorisation transitoire d'extraction de matériaux alluvionnaires en Algérie, durée maximale et date limite légale",5,F2016007.txt_regex_doc_4_art_43,0.0125274658203125,0.9106447696685791,regex,article,F2016007.txt,9,Décret exécutif n° 16-55 du 22 Rabie Ethani 1437 correspondant au 1er février 2016 fixant les conditions et modalités d’intervention sur les tissus urbains anciens.,Décret,,,,418,False,"Source: Décret exécutif n° 16-55 du 22 Rabie Ethani 1437 correspondant au 1er février 2016 fixant les conditions et modalités d’intervention sur les tissus urbains anciens. Contenu: Art. 5. — Cette autorisation peut être prorogée une seule fois pour une durée qui ne peut excéder vingt-quatre (24) mois, à déterminer sur la base de l’estimation et l’évaluation de l’autorité chargée de la délivrance de l’autorisation."
4,Quel est l'effectif total d'agents contractuels prévu pour l'institut national des télécommunications (INTTIC) ?,Nombre total d'agents contractuels autorisés ou prévus pour l'institut national des télécommunications (INTTIC),1,F2019003_p15_t2_full,0.71826171875,0.7869564294815063,table_full,full_table_markdown,F2019003.pdf,15,,,F2019003_p15_t2,staffing_annex_table,,1923,True,Source: F2019003.pdf Page: 15 Tableau: 288 Ouvrier professionnel de niveau 3 — — — 5 26 26 315 Ouvrier professionnel de niveau 4 — — — 6 3 3 — — — Total général 230 230 TABLEAU ANNEXE 3 Instituts nationaux spécialisés de la formation professionnelle Total des postes d’emploi des agents contractuels au niveau des instituts nationaux spécialisés de la formation professionnelle | EMPLOIS | EFFECTIFS SELON LA NATURE DU CONTRAT DE TRAVAIL | | | | EFFECTIFS (1 + 2) | CLASSIFICATION | | |---|---|---|---|---|---|---|---| | | Contrat à durée indéterminée (1) | | Contrat à durée déterminée (2) | | | | | | | | | | | | Catégorie | Indice | | | à temps plein | à temps partiel | à temps plein | à temps pa
4,Quel est l'effectif total d'agents contractuels prévu pour l'institut national des télécommunications (INTTIC) ?,Nombre total d'agents contractuels autorisés ou prévus pour l'institut national des télécommunications (INTTIC),2,F2010012.txt_regex_doc_5_art_0,0.70849609375,0.7691115140914917,regex,article,F2010012.txt,78,"Arrêté interministériel du 25 Chaoual 1430 correspondant au 14 octobre 2009 fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de service au titre de l'institut national des télécommunications et des technologies de l'information et de la communication.",Arrêté,,,,1368,True,"Source: Arrêté interministériel du 25 Chaoual 1430 correspondant au 14 octobre 2009 fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de service au titre de l'institut national des télécommunications et des technologies de l'information et de la communication. Contenu: Article 1er. — En application des dispositions de l'article 8 du décret présidentiel n° 07-308 du 17 Ramadhan 1428 correspondant au 29 septembre 2007 susvisé, le présent arrêté a pour objet de fixer les effectifs par emploi correspondant aux activités d'entretien, de maintenance ou de service, leur classification ainsi que la durée du co"
4,Quel est l'effectif total d'agents contractuels prévu pour l'institut national des télécommunications (INTTIC) ?,Nombre total d'agents contractuels autorisés ou prévus pour l'institut national des télécommunications (INTTIC),3,F2019003_p14_t1_full,0.6025390625,0.7816687822341919,table_full,full_table_markdown,F2019003.pdf,14,,,F2019003_p14_t1,staffing_annex_table,,1862,True,"Source: F2019003.pdf Page: 14 Tableau: Art. 2. — Les effectifs des postes des agents contractuels au niveau des instituts nationaux spécialisés de la formation professionnelle, des instituts d’enseignement professionnel et des centres de formation professionnelle et d’apprentissage, sont répartis conformément aux tableaux annexés à l’original du présent arrêté. Le directeur général de la fonction publique et de la réforme administrative Belkacem BOUCHEMAL ——————— TABLEAU ANNEXE 1 Centres de formation professionnelle et d’apprentissage Total des postes d’emploi des agents contractuels au niveau des CFPA | EMPLOIS | EFFECTIFS SELON LA NATURE DU CONTRAT DE TRAVAIL | | | | EFFECTIFS (1 + 2) | CL"
4,Quel est l'effectif total d'agents contractuels prévu pour l'institut national des télécommunications (INTTIC) ?,Nombre total d'agents contractuels autorisés ou prévus pour l'institut national des télécommunications (INTTIC),4,F2022006_p21_t2_row_13,0.57470703125,0.7542392015457153,table_row,table_row,F2022006.pdf,21,,,F2022006_p21_t2,staffing_annex_table,13,456,True,Source: F2022006.pdf Page: 21 Tableau: 7 Agent de prévention de niveau 2 — — — 348 7 7 6 Ouvrier professionnel de niveau 4 — — — 315 149 149 Total — — — 15537 15537 TABLEAU ANNEXE 2 Instituts d'enseignement professionnel Total des postes d'emploi des agents contractuels au niveau des instituts d'enseignement professionnel Ligne: 13 POSTES D’EMPLOI: Total Effectif selon la nature du contrat du travail: 259 COL_3: — COL_4: — COL_5: — Effectifs (1+2): 259
4,Quel est l'effectif total d'agents contractuels prévu pour l'institut national des télécommunications (INTTIC) ?,Nombre total d'agents contractuels autorisés ou prévus pour l'institut national des télécommunications (INTTIC),5,F2019003_p15_t2_row_7,0.57421875,0.7672690749168396,table_row,table_row,F2019003.pdf,15,,,F2019003_p15_t2,staffing_annex_table,7,571,True,Source: F2019003.pdf Page: 15 Tableau: 288 Ouvrier professionnel de niveau 3 — — — 5 26 26 315 Ouvrier professionnel de niveau 4 — — — 6 3 3 — — — Total général 230 230 TABLEAU ANNEXE 3 Instituts nationaux spécialisés de la formation professionnelle Total des postes d’emploi des agents contractuels au niveau des instituts nationaux spécialisés de la formation professionnelle Ligne: 7 EMPLOIS: A g e n t d e s e r v ic e d e n iv e a u 1 EFFECTIFS SELON LA NATURE DU CONTRAT DE TRAVAIL: 286 COL_3: — COL_4: — COL_5: — EFFECTIFS (1 + 2): 286 CLASSIFICATION: 1 COL_8: 200
5,Quels sont les éléments exclus du calcul du salaire national minimum garanti (SNMG) ?,Exclusion des éléments du calcul du salaire national minimum garanti (SNMG) en Algérie,1,F2015008.txt_regex_doc_3_art_1,0.99853515625,0.6567832827568054,regex,article,F2015008.txt,10,Décret exécutif n° 15-59 du 18 Rabie Ethani 1436 correspondant au 8 février 2015 fixant les éléments constitutifs du salaire national minimum garanti.,Décret,,,,724,False,"Source: Décret exécutif n° 15-59 du 18 Rabie Ethani 1436 correspondant au 8 février 2015 fixant les éléments constitutifs du salaire national minimum garanti. Contenu: Art. 2. — Le salaire national minimum garanti (SNMG) comprend le salaire de base, les indemnités et primes de toute nature à l’exclusion de celles se rapportant : — aux remboursements de frais engagés par le travailleur ; — à l’expérience professionnelle ou toute indemnité rémunérant l’ancienneté ; — à l’organisation du travail concernant le travail posté, le service permanent et les heures supplémentaires ; — aux conditions d’isolement ; — au rendement, à l’intéressement ou à la participation aux résultats ayant un caractère "
5,Quels sont les éléments exclus du calcul du salaire national minimum garanti (SNMG) ?,Exclusion des éléments du calcul du salaire national minimum garanti (SNMG) en Algérie,2,F2015008.txt_regex_doc_3_art_0,0.460205078125,0.8502498865127563,regex,article,F2015008.txt,10,Décret exécutif n° 15-59 du 18 Rabie Ethani 1436 correspondant au 8 février 2015 fixant les éléments constitutifs du salaire national minimum garanti.,Décret,,,,433,False,"Source: Décret exécutif n° 15-59 du 18 Rabie Ethani 1436 correspondant au 8 février 2015 fixant les éléments constitutifs du salaire national minimum garanti. Contenu: Article 1er. — En application des dispositions de l’article 87 de la loi n° 90-11 du 21 avril 1990, modifiée et complétée, relative aux relations de travail, le présent décret a pour objet de déterminer les éléments constitutifs du salaire national minimum garanti."
5,Quels sont les éléments exclus du calcul du salaire national minimum garanti (SNMG) ?,Exclusion des éléments du calcul du salaire national minimum garanti (SNMG) en Algérie,3,F2015008.txt_regex_doc_3_art_2,0.244384765625,0.7916299104690552,regex,article,F2015008.txt,10,Décret exécutif n° 15-59 du 18 Rabie Ethani 1436 correspondant au 8 février 2015 fixant les éléments constitutifs du salaire national minimum garanti.,Décret,,,,282,False,Source: Décret exécutif n° 15-59 du 18 Rabie Ethani 1436 correspondant au 8 février 2015 fixant les éléments constitutifs du salaire national minimum garanti. Contenu: Art. 3. — Le présent décret sera publié au Journal officiel de la République algérienne démocratique et populaire.
5,Quels sont les éléments exclus du calcul du salaire national minimum garanti (SNMG) ?,Exclusion des éléments du calcul du salaire national minimum garanti (SNMG) en Algérie,4,F2012010.txt_regex_doc_13_art_1,0.01061248779296875,0.9761965870857239,regex,article,F2012010.txt,90,"Décret exécutif n° 12-46 du 13 Rabie El Aouel 1433 correspondant au 6 février 2012 portant répartition des crédits ouverts, au titre du budget de fonctionnement, par la loi de finances pour 2012, au ministre de l'éducation nationale.",Décret,,,,17443,True,"Source: Décret exécutif n° 12-46 du 13 Rabie El Aouel 1433 correspondant au 6 février 2012 portant répartition des crédits ouverts, au titre du budget de fonctionnement, par la loi de finances pour 2012, au ministre de l'éducation nationale. Contenu: Art. 2. — Le ministre des finances et le ministre de l’éducation nationale sont chargés, chacun en ce qui le concerne, de l'exécution du présent décret qui sera publié au Journal officiel de la République algérienne démocratique et populaire. Fait à Alger, le 13 Rabie El Aouel 1433 correspondant au 6 février 2012. Ahmed OUYAHIA. Nos DES CHAPITRES L I B E L L E S CREDITS OUVERTS EN DA SECTION I SECTION UNIQUE SOUS-SECTION I SERVICES CENTRAUX TITR"
5,Quels sont les éléments exclus du calcul du salaire national minimum garanti (SNMG) ?,Exclusion des éléments du calcul du salaire national minimum garanti (SNMG) en Algérie,5,F2008002.txt_regex_doc_16_art_4,0.00763702392578125,0.9710711240768433,regex,article,F2008002.txt,19,Arrêté du 29 Rajab 1428 correspondant au 13 août 2007 portant ouverture d’instance de classement de Hammam E’ Salihine.,Arrêté,,,,15090,True,"Source: Arrêté du 29 Rajab 1428 correspondant au 13 août 2007 portant ouverture d’instance de classement de Hammam E’ Salihine. Contenu: Art. 5. — Le présent arrêté sera publié au Journal officiel de la République algérienne démocratique et populaire. Fait à Alger, le 29 Rajab 1428 correspondant au 13 août 2007. Khalida TOUMI. 20 30 Dhou El Hidja 1428 8 janvier 2008 JOURNAL OFFICIEL DE LA REPUBLIQUE ALGERIENNE N° 02 AVIS ET COMMUNICATIONS BANQUE D’ALGERIE Situation mensuelle au 31 août 2007 ————«»———— ACTIF : Or..................................................................................................................................................... Avoirs en devises................"
6,Quelle est la langue d'enseignement imposée aux établissements privés d'éducation ?,Langue officielle d'enseignement obligatoire dans les établissements privés d'éducation en Algérie,1,F2008004.txt_regex_doc_3_art_58,0.98876953125,0.6910831928253174,regex,article,F2008004.txt,6,Loi n° 08-04 du 15 Moharram 1429 correspondant au 23 janvier 2008 portant loi d'orientation sur l'éducation nationale.,Loi,,,,344,False,"Source: Loi n° 08-04 du 15 Moharram 1429 correspondant au 23 janvier 2008 portant loi d'orientation sur l'éducation nationale. Contenu: Art. 59. — En application de l'article 33 ci-dessus, l'enseignement est dispensé en langue arabe dans les établissements privés d'éducation et d'enseignement à tous les niveaux et dans toutes les disciplines."
6,Quelle est la langue d'enseignement imposée aux établissements privés d'éducation ?,Langue officielle d'enseignement obligatoire dans les établissements privés d'éducation en Algérie,2,F2008004.txt_regex_doc_3_art_32,0.98388671875,0.709820032119751,regex,article,F2008004.txt,6,Loi n° 08-04 du 15 Moharram 1429 correspondant au 23 janvier 2008 portant loi d'orientation sur l'éducation nationale.,Loi,,,,331,True,"Source: Loi n° 08-04 du 15 Moharram 1429 correspondant au 23 janvier 2008 portant loi d'orientation sur l'éducation nationale. Contenu: Art. 33. — L'enseignement est dispensé en langue arabe à tous les niveaux d'éducation, aussi bien dans les établissements publics que dans les établissements privés d'éducation et d'enseignement."
6,Quelle est la langue d'enseignement imposée aux établissements privés d'éducation ?,Langue officielle d'enseignement obligatoire dans les établissements privés d'éducation en Algérie,3,F2007005.txt_regex_doc_4_art_0,0.334228515625,0.7825621366500854,regex,article,F2007005.txt,6,"Accord entre le Gouvernement de la République algérienne démocratique et populaire et le Gouvernement de la République française relatif à l’ouverture, à Alger, d’une école primaire destinée à la scolarisation d’enfants de cadres expatriés d’entreprises.",Accord,,,,925,False,"Source: Accord entre le Gouvernement de la République algérienne démocratique et populaire et le Gouvernement de la République française relatif à l’ouverture, à Alger, d’une école primaire destinée à la scolarisation d’enfants de cadres expatriés d’entreprises. Contenu: Article 1er Conformément à l’ordonnance n° 05-07 du 23 août 2005 fixant les règles générales régissant l’enseignement dans les établissements privés d’éducation et d’enseignement, il est créé, à Alger, une école primaire ci-après dénommée «l’établissement». En application de l’article 25 de l’ordonnance précitée, cet établissement, qui ne peut accueillir des élèves algériens, a vocation à scolariser exclusivement des enfants"
6,Quelle est la langue d'enseignement imposée aux établissements privés d'éducation ?,Langue officielle d'enseignement obligatoire dans les établissements privés d'éducation en Algérie,4,F2006003.txt_regex_doc_5_art_2,0.266357421875,0.8973041772842407,regex,article,F2006003.txt,16,Arrêté interministériel du 17 Chaâbane 1426 correspondant au 21 septembre 2005 fixant les programmes des concours sur épreuves et examens professionnels pour l’accès aux différents corps spécifiques au secteur de l’éducation nationale.,Arrêté,,,,65269,True,"Source: Arrêté interministériel du 17 Chaâbane 1426 correspondant au 21 septembre 2005 fixant les programmes des concours sur épreuves et examens professionnels pour l’accès aux différents corps spécifiques au secteur de l’éducation nationale. Contenu: Art. 3. — Le présent arrêté sera publié au Journal officiel de la République algérienne démocratique et populaire. Fait à Alger, le 17 Chaâbane 1426 correspondant au 21 septembre 2005. Pour le Chef du Gouvernement et par délégation, Le ministre de l’éducation nationale Le directeur général de la fonction publique Boubekeur BENBOUZID Djamel KHARCHI JOURNAL OFFICIEL DE LA REPUBLIQUE ALGERIENNE N° 03 17 18 Dhou El Hidja 1426 18 janvier 2006 ANNEX"
